,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f(x),Average,Standard Deviation,Median,Range,Time (ms),Function Call
8270.665213,8270.665213,8270.665213,8270.665213,8270.665213,8270.665213,8270.665213,8270.665213,8270.665213,8270.665213,8270.665213,8270.665213,7045.265456,5640.185223,5640.185223,5640.185223,5640.185223,5640.185223,5640.185223,5640.185223,5640.185223,5640.185223,5640.185223,5640.185223,5640.185223,5640.185223,3442.602522,3442.602522,3442.602522,3442.602522,3442.602522,3442.602522,3442.602522,3442.602522,3442.602522,3442.602522,3442.602522,0.000621,0.000621,0.000621,0.000621,0.000621,0.000621,0.000621,0.000621,0.000621,0.000621,0.000621,0.000621,0.000621,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,0.000382,,Schwefel,435.8406077,1626.196268,0.000382,8270.664831,132734,30185067
Experiment for 0 took,132734, Counter,30185067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeJong 1,1176.958026,8185.817016,0,80456.17378,79187,20550816
80456.17378,80456.17378,80456.17378,78437.20216,53544.9439,53544.9439,26741.91059,26741.91059,26741.91059,11526.2101,11526.2101,11526.2101,11526.2101,4259.036472,4259.036472,4259.036472,4259.025208,4259.021512,4259.021447,4259.021447,4259.021447,3.650914,0.00017,0.000003,0.000003,0.000003,0.000003,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Rosenbrock’s Saddle,807711888,6525236984,0,1.1E+11,605545,62250250
Experiment for 1 took,79187, Counter,20550816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rastrigin,-9280.559731,424685.2355,-87000,3710256.506,396298,62250250
1.10E+11,78511451351,26615136525,23612387317,17345994378,17250208837,17250208802,17250208802,17250208802,17250208802,10459888870,6643522377,2295201019,2295200641,2295200328,2295200328,2295200328,2295200328,2295200327,2295200327,2295200327,2295200327,2295200327,2295200327,2295200327,2295200327,2295200327,2295200327,2295200327,2295200327,2295200327,2.07153,0.002024,0.002024,0.002024,0.002024,0.001154,0.001154,0.001154,0.001154,0.001154,0.001154,0.001154,0.001154,0.001154,0.001154,0.001154,0.000186,0.000186,0.000186,0.000186,0.000186,0.000186,0.000186,0.000186,0.000186,0.000186,0.000186,0.000186,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Griewangk,17.6912997,94.13722184,0,887.110198,486990,61880529
Experiment for 2 took,605545, Counter,62250250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sine Envelope Sine Wave,-40.77734983,3.867411861,-41.902081,21.785603,1272838,62250250
3623256.506,3605810.014,3605806.173,3490278.362,2422738.969,1726978.44,1658959.712,1658939.437,1658938.913,1658938.913,1658938.913,1401519.857,1302766.105,1205156.303,1205156.303,1205156.303,1205156.303,1205156.303,1205156.303,337147.8224,-86958.57576,-86996.73528,-86999.99248,-86999.99248,-86999.99782,-86999.99782,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99958,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99998,-86999.99999,-86999.99999,-86999.99999,-86999.99999,-86999.99999,-86999.99999,-86999.99999,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,-87000,,Stretch V Sine Wave,-151.1710104,16.84422139,-154.268467,123.65962,1175313,62250250
Experiment for 3 took,396298, Counter,62250250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ackley One,-53.84735446,95.58551921,-81.707625,709.403716,280175,26507136
887.110198,835.622231,721.106092,523.792017,483.181827,483.180071,483.180071,483.180071,483.180071,448.146756,448.146635,448.146634,334.151851,283.908213,235.034544,235.034544,235.034544,235.034544,235.034544,235.034544,71.496091,0.220066,0.002284,0.000069,0.000009,0.000009,0.000009,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ackley Two,31.2964798,107.5888358,0.00035,540.501727,127162,8652771
Experiment for 4 took,486990, Counter,61880529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg Holder,-19735.90754,3221.059427,-20570.46148,17993.54373,441489,62250250
